Department,Category,Subcategory,Brand,ALTERNATIVE SWEETENER TYPE,BRAND POSITION,CERTIFIED HOWGOOD RATING,CERTIFIED NON-GMO PROJECT VERIFIED,COMPANY,EQ UNIT SIZE,FAIR TRADE,FLAVOR,FUNCTIONAL INGREDIENT,GRAB N GO,LABELED GLUTEN FREE,LABELED NON-GMO,LABELED ORGANIC,LABELED VEGAN,PACK COUNT,PACKAGING TYPE - PRIMARY,POSITIONING GROUP,PRE AND PROBIOTICS,PRODUCT TYPE,RAW,SIZE,STORAGE,Dollars,Units,Avg % ACV,Max % ACV,TDP,ARP,% of Stores Selling,Average Weekly Dollars Per Store Selling Per Item,Average Weekly Units Per Store Selling Per Item
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,THESE THINGS TAKE TIME,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,THESE THINGS TAKE TIME,15,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,RF CULTURED / FERMENTED BEV - OTHER,UNKNOWN,15,REFRIGERATED,4526.58,1112.62,0.414615385,0.6,0.6,4.068397117,0.64,9.792298347,2.406918023
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,THE WATER KEFIR PEOPLE,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,THE WATER KEFIR PEOPLE,16,FAIR-TRADE UNKNOWN,UNKNOWN,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF CULTURED / FERMENTED BEV - OTHER,UNKNOWN,16,REFRIGERATED,4526.17,983.88,0.583846154,1,1,4.600327276,1.1,5.696821177,1.238351282
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,DEANES,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,DEANES KOMBUCHA,16,FAIR-TRADE UNKNOWN,GRAPE,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,UNKNOWN,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,4504.55,1256.72,0.157692308,0.16,0.16,3.584370425,0.13,48.9142769,13.64654629
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,BARSOTTIS,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY GOURMET,CERTIFIED HOWGOOD RATING - GREAT,CERTIFIED NON-GMO PROJECT VERIFIED,BARSOTTI JUICE CO INC,128,NOT FAIR-TRADE,APPLE,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,SPECIALTY & WELLNESS POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,128,REFRIGERATED,4495.62,496.84,0.599230769,0.6,0.6,9.048426053,0.15,42.30833298,4.675767115
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,PRIVATE LABEL ORGANIC,PRIVATE LABEL NOT CODED,CONVENTIONAL NATURAL,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,COMPANY UNKNOWN,16,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,LABELED ORGANIC PRIVATE LABEL 70-100%,PRIVATE LABEL NOT CODED,1,PRIVATE LABEL NOT CODED,NATURAL POSITIONING GROUP,PRIVATE LABEL NOT CODED,PVL RF JUICE FUNCTIONAL & OTHER FUNCTIONAL BEV,PRIVATE LABEL NOT CODED,16,PRIVATE LABEL NOT CODED,4491.43,972.97,0.169230769,0.17,0.17,4.61620605,0.15,41.45603736,8.980543095
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,DEANES,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,DEANES KOMBUCHA,64,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,64,REFRIGERATED,4490.8,376.17,0.157692308,0.16,0.16,11.93821942,0.13,54.06550754,4.528774822
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,DOLE,NO ALTERNATIVE SWEETENER PRESENCE,CONVENTIONAL,CERTIFIED HOWGOOD RATING - NOT RATED,NOT CERTIFIED,DOLE FOOD CO INC,59,NOT FAIR-TRADE,FRUIT - MIXED,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,GABLETOP,CONVENTIONAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,59,REFRIGERATED,4482.54,1057.2,0.283846154,0.34,0.34,4.240011351,0.46,13.75605553,3.244344033
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KENTUCKY KOMBUCHA,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,KENTUCKY KOMBUCHA,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,4480.21,1202.5,0.206923077,0.25,0.25,3.725746362,0.4,16.45659776,4.416993579
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,LIVE REAL FARMS,UNKNOWN,NATURALLY PERCEIVED,NOT CERTIFIED,NOT CERTIFIED,DAIRY FARMERS OF AMERICA INC,32,NOT FAIR-TRADE,UNKNOWN,SUBCATEGORY NOT CODED,UNKNOWN,NOT LABELED GLUTEN FREE,UNKNOWN,UNKNOWN,NOT LABELED VEGAN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF JUICE (NON-ORANGE),UNKNOWN,32,REFRIGERATED,4477.01,1426.7,1.554,3.9,3.9,3.138017803,4.09,1.970164636,0.627837304
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BOOCH,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,MONTANA GOLDEN GRAINS,12,NOT FAIR-TRADE,GINGER,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,UNKNOWN,LABELED ORGANIC 1-69%,UNKNOWN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,12,REFRIGERATED,4472.07,1135.47,0.305384615,0.33,0.33,3.938518851,0.41,15.1014673,3.834301136
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,LEMONKIND,UNKNOWN,NATURALLY PERCEIVED,NOT CERTIFIED,CERTIFIED NON-GMO PROJECT VERIFIED,LEMONKIND LLC,12,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,GRAB N GO JUICE,LABELED GLUTEN FREE,UNKNOWN,UNKNOWN,NOT LABELED VEGAN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF JUICE - FRUIT & VEG BLEND,UNKNOWN,12,REFRIGERATED,4462.15,1000.42,0.470769231,1.09,1.09,4.460276684,1.29,4.882947258,1.094763308
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,THE BRINERY,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,THE BRINERY,12,NOT FAIR-TRADE,VEGETABLE - SINGLE,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,UNKNOWN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,RF KVASS,RAW POSITIONED,12,REFRIGERATED,4460.41,914.08,0.266923077,0.64,0.64,4.879671364,0.66,9.929617504,2.034894722
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,SUNWINK,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,SUNWINK,12,FAIR-TRADE UNKNOWN,UNKNOWN,TURMERIC,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,LABELED ORGANIC 95-99%,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF FUNCTIONAL JUICE & BEV,UNKNOWN,12,REFRIGERATED,4457.77,918.08,1.122,2.67,2.67,4.855535465,1.96,9.096762055,1.873482774
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BOOTLEG BUCHA,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,BUFFALO FERMENTING,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,4455.05,1500.53,0.205,0.21,0.21,2.968984292,0.2,100.2306066,33.75922426
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,TEARIOT,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,TEARIOT LLC,12,NOT FAIR-TRADE,FRUIT - MIXED,MATCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,12,REFRIGERATED,4445.42,1164.13,1.425384615,3.95,3.95,3.818662864,2.32,2.759005486,0.722505648
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,SACRED SPRINGS,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,SACRED SPRINGS,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,LABELED ORGANIC 1-69%,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,4445.1,1185.16,0.335833333,0.51,0.51,3.750632826,0.78,8.547585424,2.278971528
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,SARATOGA,UNKNOWN,CONVENTIONAL,NOT CERTIFIED,NOT CERTIFIED,SARATOGA JUICE BAR,2,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,GRAB N GO JUICE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,CONVENTIONAL POSITIONING GROUP,UNKNOWN,RF JUICE - VEGETABLE,UNKNOWN,2,REFRIGERATED,4435.08,1196.69,0.521538462,1.41,1.41,3.706122722,0.65,9.631982383,2.598937786
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,PRAIRIE FARMS,NO ALTERNATIVE SWEETENER PRESENCE,CONVENTIONAL,NOT CERTIFIED,NOT CERTIFIED,PRAIRIE FARMS DAIRY INC,16,NOT FAIR-TRADE,ORANGE,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,CONVENTIONAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - FROM CONCENTRATE,SUBCATEGORY NOT CODED,16,REFRIGERATED,4421.19,4311.61,0.241538462,0.32,0.32,1.0254151,0.4,15.302895,14.92360996
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,RAWK STAR CREATIONS,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,RAWK STAR CREATIONS LLC,16,FAIR-TRADE UNKNOWN,UNKNOWN,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF CULTURED / FERMENTED BEV - OTHER,UNKNOWN,16,REFRIGERATED,4413.54,1174.88,0.435,0.68,0.68,3.756587907,0.82,9.935880552,2.644921615
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,CULTURED FERMENTS CO,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,CULTURED FERMENTS CO LLC,16,FAIR-TRADE UNKNOWN,OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,LABELED ORGANIC 95-99%,UNKNOWN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,SHELF STABLE,4399.57,912.18,0.173846154,0.29,0.29,4.823137977,0.26,23.4277885,4.857374724
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,SOLE KOMBUCHA,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,SOLE KOMBUCHA,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,4393.12,1360.01,0.242307692,0.33,0.33,3.230211543,0.59,10.3089745,3.191423956
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,PRIVATE LABEL,PRIVATE LABEL NOT CODED,CONVENTIONAL,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,COMPANY UNKNOWN,20,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,1,PRIVATE LABEL NOT CODED,CONVENTIONAL POSITIONING GROUP,PRIVATE LABEL NOT CODED,PVL RF JUICE FRUIT,PRIVATE LABEL NOT CODED,20,PRIVATE LABEL NOT CODED,4392.57,898.85,0.1,0.1,0.1,4.886877677,0.15,84.33059755,17.25653948
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,SEATTLE KOMBUCHA COMPANY,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,SEATTLE KOMBUCHA CO LLC,12,NOT FAIR-TRADE,OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,NOT RAW POSITIONED,12,REFRIGERATED,4391.45,930.64,0.29125,0.36,0.36,4.718741941,0.23,42.95640044,9.103358688
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,JUN BUG,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,JUN BUG,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,RF CULTURED / FERMENTED BEV - OTHER,UNKNOWN,12,REFRIGERATED,4387.41,964.93,0.216153846,0.25,0.25,4.546868685,0.4,15.18597358,3.339875118
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KOMBUCHA 221BC,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,MAD AT SAD LLC,16,NOT FAIR-TRADE,LEMON LIME,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,NOT RAW POSITIONED,16,REFRIGERATED,4382.34,1131.82,0.753846154,1.22,1.22,3.871940768,1.07,6.017608998,1.55415833
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,FINE FEATHERS,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,FINE FEATHERS KOMBUCHA CO,16,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,16,REFRIGERATED,4373.13,913.09,1.036923077,2.02,2.02,4.789374541,1.12,6.111028198,1.275955377
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BEARS FRUIT,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,BEARS FRUIT,10,FAIR-TRADE CLAIM,PINEAPPLE,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,10,REFRIGERATED,4373.12,834.87,0.208,0.5,0.5,5.238084971,0.77,10.48416426,2.001526192
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,PULP STORY,UNKNOWN,NATURALLY PERCEIVED,NOT CERTIFIED,NOT CERTIFIED,PULP STORY,32,FAIR-TRADE UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF FUNCTIONAL JUICE & BEV,UNKNOWN,32,REFRIGERATED,4371.44,1045.91,0.655384615,0.72,0.72,4.179556558,0.46,13.15712803,3.147972242
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,GRANDPAS CIDER MILL,UNKNOWN,CONVENTIONAL,NOT CERTIFIED,NOT CERTIFIED,GRANDPAS CIDER MILL,64,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,CONVENTIONAL POSITIONING GROUP,UNKNOWN,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,64,REFRIGERATED,4371.41,741.36,0.663333333,0.67,0.67,5.896474048,0.39,134.4941635,22.80925218
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,OOJOO,UNKNOWN,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,OOJOO JUICE,12,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,GRAB N GO JUICE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF JUICE (NON-ORANGE),UNKNOWN,12,REFRIGERATED,4363.63,697.22,0.159230769,0.35,0.35,6.258612776,0.45,13.42547981,2.145120698
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,MAMACHARI KOMBUCHA,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,MAMACHARI KOMBUCHA,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,4348.49,1235.25,0.493846154,0.81,0.81,3.520331917,1.01,5.960895558,1.693276571
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,NESSALLA,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,NESSALLA,64,FAIR-TRADE CLAIM,PLAIN/UNFLAVORED,KOMBUCHA,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 1-69%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,64,REFRIGERATED,4337.1,334.47,0.156153846,0.24,0.24,12.96708225,0.26,25.55206385,1.970533028
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,RAINBOW CLOUD KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,RAINBOW CLOUD KOMBUCHA,64,NOT FAIR-TRADE,GINGER,PROBIOTIC SUPPLEMENT,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,64,REFRIGERATED,4327.24,301.12,0.135384615,0.17,0.17,14.37048353,0.23,29.44578044,2.049045906
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BUDDHAS BREW,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,GREAT LIFE LLC,16,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,16,REFRIGERATED,4323.88,1262.09,0.310769231,0.49,0.49,3.425968037,1.13,5.297727305,1.546344638
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KIS KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,KIS KOMBUCHA,16,NOT FAIR-TRADE,LEMON,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,UNKNOWN,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,4323.68,1138.03,0.648888889,0.77,0.77,3.799267155,0.48,19.07353294,5.020318963
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,REBBL,STEVIA & OTHER  ALTERNATIVE SWEETENER - BLEND,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,REBBL INC,12,NOT FAIR-TRADE,CHOCOLATE,PROTEIN - PLANT - MULTI,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,PREBIOTIC,RF PROTEIN JUICE & BEV,NOT RAW POSITIONED,12,REFRIGERATED,4321.9,967.91,1.003333333,3.86,3.86,4.465187879,2.87,9.034608242,2.023343359
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,SOLE KOMBUCHA,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,SOLE KOMBUCHA,12,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,12,REFRIGERATED,4314.38,1332.31,0.201666667,0.32,0.32,3.238270373,0.59,12.84045106,3.965218954
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KOMBU TEA,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,KOMBU TEA,13,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,13,REFRIGERATED,4302.63,1411.66,0.226153846,0.25,0.25,3.047922304,0.27,22.06300419,7.238702955
